tripType,hotelName,Count,Type,Stars,English Name
SOLO,Khu nghỉ dưỡng Chày Lập Farmstay,20,Homestay / Farmstay / House / Lodge / Eco,,Chay Lap Farmstay Resort
FRIENDS,Konklor Hotel,20,Hotel,,Konklor Hotel
SOLO,Mekong Lodge,20,Homestay / Farmstay / House / Lodge / Eco,,Mekong Lodge
COUPLES,Nam Thanh Homestay,20,Homestay / Farmstay / House / Lodge / Eco,,Nam Thanh Homestay
SOLO,Nhà nghỉ du lịch Green River,20,Guesthouse / Hostel,,Green River tourist motel
FRIENDS,Ninh Binh Mountain Views Homestay,20,Homestay / Farmstay / House / Lodge / Eco,,Ninh Binh Mountain Views Homestay
SOLO,Phong Nha Gecko Hostel,20,Guesthouse / Hostel,,Phong Nha Gecko Hostel
COUPLES,Phong Nha-Tuan Garden House,20,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha-Tuan Garden House
COUPLES,Phuong Thao Homestay,20,Homestay / Farmstay / House / Lodge / Eco,,Phuong Thao Homestay
FRIENDS,Pù Luông Natura Bungalow,20,Bungalow / Villa / Retreat,,Pu Luong Natura Bungalow
NONE,Pù Luông Natura Bungalow,20,Bungalow / Villa / Retreat,,Pu Luong Natura Bungalow
COUPLES,Rocks Beach Boutique Phú Quốc,20,Bungalow / Villa / Retreat,,Rocks Beach Boutique Phu Quoc
COUPLES,Sheraton Phu Quoc Long Beach Resort,20,Resort,5,Sheraton Phu Quoc Long Beach Resort
FAMILY,Sy's Homestay,20,Homestay / Farmstay / House / Lodge / Eco,,Sy's Homestay
FAMILY,Chez Carole Beach Resort,19,Resort,,Chez Carole Beach Resort
NONE,Jungle Beach Việt Nam,19,Bungalow / Villa / Retreat,,Jungle Beach Vietnam
FRIENDS,KHÁCH SẠN LÂM TÙNG,19,Hotel,,LAM Tung HOTEL
NONE,Khách sạn Thiên Thanh,19,Resort,5,Thien Thanh Hotel
NONE,Khu nghỉ dưỡng Bãi biển Lăng Cô,19,Resort,3,Lang Co Beach Resort
COUPLES,La Casa Resort,19,Resort,,The House Resort
SOLO,Lapochine Beach Resort,19,Resort,,Lapochine Beach Resort
FRIENDS,Legacy Yen Tu - MGallery,19,Hotel,5,Legacy Yen Tu - MGallery
FRIENDS,Nhà Nghỉ Hồ Ba Bể,19,Guesthouse / Hostel,,Ba Be Lake Guest House
FAMILY,Victory Road Villas,19,Bungalow / Villa / Retreat,,Victory Road Villas
COUPLES,Viet Uc Hotel,19,Hotel,,Viet Uc Hotel
COUPLES,Vietnam Backpacker Hostels - Ninhvana,19,Guesthouse / Hostel,,Vietnam Backpacker Hostels - Ninhvana
BUSINESS,Banyan Tree Lang Co,18,Resort,5,Banyan Tree Lang Co
COUPLES,Happy Family Guesthouse,18,Guesthouse / Hostel,,Happy Family Guesthouse
COUPLES,Khách sạn Du lịch Hàm Luông,18,Hotel,,Ham Luong Tourist Hotel
SOLO,Khách sạn Ruby,18,Hotel,,Ruby Hotel
FAMILY,Legacy Yen Tu - MGallery,18,Hotel,5,Legacy Yen Tu - MGallery
FRIENDS,Ninh Binh Family Homestay,18,Homestay / Farmstay / House / Lodge / Eco,,Ninh Binh Family Homestay
SOLO,Peppercorn Beach Resort,18,Resort,,Peppercorn Beach Resort
FAMILY,Pù Luông Natura Bungalow,18,Bungalow / Villa / Retreat,,Pu Luong Natura Bungalow
SOLO,The Anam,18,Resort,5,The Anam
COUPLES,Vinpearl Discovery Coastalland Phú Quốc,18,Hotel,5,Vinpearl Discovery Coastalland Phu Quoc
COUPLES,Alma Resort Cam Ranh,17,Resort,,Alma Resort Cam Ranh
SOLO,Ana Mandara Villas Dalat Resort & Spa,17,Resort,,Ana Mandara Villas Dalat Resort & Spa
NONE,Bliss Hội An Beach Resort & Wellness,17,Resort,,Bliss Hội An Beach Resort & Wellness
FAMILY,Forest Floor Lodge,17,Homestay / Farmstay / House / Lodge / Eco,,Forest Floor Lodge
SOLO,Hồng My Hotel,17,Hotel,,Hong My Hotel
NONE,Khu nghỉ dưỡng Chày Lập Farmstay,17,Homestay / Farmstay / House / Lodge / Eco,,Chay Lap Farmstay Resort
FAMILY,Khu nghỉ dưỡng và Spa Wild Beachs,17,Resort,,Wild Beachs Resort and Spa
SOLO,Konklor Hotel,17,Hotel,,Konklor Hotel
FRIENDS,Mountain View Hotel,17,Hotel,,Mountain View Hotel
FAMILY,Ninh Binh Family Homestay,17,Homestay / Farmstay / House / Lodge / Eco,,Ninh Binh Family Homestay
COUPLES,Palm Hill Resort,17,Resort,,Palm Hill Resort
FRIENDS,River Lodge,17,Homestay / Farmstay / House / Lodge / Eco,,River Lodge
NONE,Victory Road Villas,17,Bungalow / Villa / Retreat,,Victory Road Villas
COUPLES,Zannier Hotels Bãi San Hô,17,Hotel,,Zannier Hotels Bai San Ho
FRIENDS,Ben Tre Riverside Resort,16,Resort,,Ben Tre Riverside Resort
FRIENDS,Fleur de Lys Resort & Spa Long Hai,16,Resort,,Fleur de Lys Resort & Spa Long Hai
NONE,Fleur de Lys Resort & Spa Long Hai,16,Resort,,Fleur de Lys Resort & Spa Long Hai
FRIENDS,Forest Floor Lodge,16,Homestay / Farmstay / House / Lodge / Eco,,Forest Floor Lodge
FRIENDS,Green Bay Phu Quoc Resort & Spa,16,Resort,,Green Bay Phu Quoc Resort & Spa
COUPLES,Hưng Phát Bungalow,16,Bungalow / Villa / Retreat,,Hung Phat Bungalow
SOLO,Jungle Beach Việt Nam,16,Bungalow / Villa / Retreat,,Jungle Beach Vietnam
FRIENDS,Khách sạn Mường Thanh,16,Hotel,,Muong Thanh Hotel
COUPLES,Khách sạn Ruby,16,Hotel,,Ruby Hotel
NONE,New World Phu Quoc Resort,16,Resort,,New World Phu Quoc Resort
FRIENDS,Nhà nghỉ du lịch Green River,16,Guesthouse / Hostel,,Green River tourist motel
FAMILY,Phong Nha Mountain House,16,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha Mountain House
FRIENDS,Tam Coc Homestay,16,Homestay / Farmstay / House / Lodge / Eco,,Tam Coc Homestay
SOLO,Tam Coc Homestay,16,Homestay / Farmstay / House / Lodge / Eco,,Tam Coc Homestay
SOLO,Thinh Vuong Hotel,16,Hotel,,Thinh Vuong Hotel
FAMILY,Zannier Hotels Bãi San Hô,16,Hotel,,Zannier Hotels Bai San Ho
FRIENDS,An Lam Retreats Ninh Van Bay,15,Hotel,5,An Lam Retreats Ninh Van Bay
FRIENDS,Flamingo Dai Lai Resort,15,Resort,,Flamingo Dai Lai Resort
SOLO,Hong Thai Homestay,15,Homestay / Farmstay / House / Lodge / Eco,,Hong Thai Homestay
FAMILY,Jungle Beach Việt Nam,15,Bungalow / Villa / Retreat,,Jungle Beach Vietnam
COUPLES,Khách sạn Cong Fu,15,Hotel,,Cong Fu Hotel
FAMILY,Khách sạn Du lịch Hàm Luông,15,Hotel,,Ham Luong Tourist Hotel
COUPLES,KHÁCH SẠN LÂM TÙNG,15,Hotel,,LAM Tung HOTEL
COUPLES,Khách Sạn Mỹ Lan,15,Hotel,,My Lan Hotel
FRIENDS,Khách sạn Thượng Hải,15,Hotel,,Shanghai Hotel
COUPLES,Life's A Beach Backpackers,15,Guesthouse / Hostel,,Life's A Beach Backpackers
FAMILY,Maia Resort Quy Nhon,15,Resort,,Maia Resort Quy Nhon
NONE,Mango Home Riverside,15,Hotel,3,Mango Home Riverside
COUPLES,Mekong Home,15,Homestay / Farmstay / House / Lodge / Eco,,Mekong Home
FAMILY,Meliá Vinpearl Cua Sot Beach Resort,15,Resort,,Meliá Vinpearl Cua Sot Beach Resort
NONE,Nguyen Shack - Phong Nha,15,Bungalow / Villa / Retreat,,Nguyen Shack - Phong Nha
FAMILY,Nguyen Shack - Phong Nha Eco Resort,15,Resort,,Nguyen Shack - Phong Nha Eco Resort
FRIENDS,Nguyen Shack - Phong Nha Eco Resort,15,Resort,,Nguyen Shack - Phong Nha Eco Resort
SOLO,Paradise Hotel,15,Hotel,,Paradise Hotel
BUSINESS,Six Senses Ninh Van Bay,15,Resort,5,Six Senses Ninh Van Bay
NONE,The Beach Bar Hue,15,Guesthouse / Hostel,,The Beach Bar Hue
COUPLES,Thinh Vuong Hotel,15,Hotel,,Thinh Vuong Hotel
FRIENDS,Amanoi,14,Resort,5,Amanoi
COUPLES,Auberge de Meo Vac - Mountain Lodge,14,Homestay / Farmstay / House / Lodge / Eco,,Auberge de Meo Vac - Mountain Lodge
FRIENDS,Auberge de Meo Vac - Mountain Lodge,14,Homestay / Farmstay / House / Lodge / Eco,,Auberge de Meo Vac - Mountain Lodge
FAMILY,Coco Riverside Lodge,14,Homestay / Farmstay / House / Lodge / Eco,,Coco Riverside Lodge
NONE,Flamingo Dai Lai Resort,14,Resort,,Flamingo Dai Lai Resort
FRIENDS,Hong Thai Homestay,14,Homestay / Farmstay / House / Lodge / Eco,,Hong Thai Homestay
COUPLES,Jardin du Mekong Homestay,14,Homestay / Farmstay / House / Lodge / Eco,,Jardin du Mekong Homestay
NONE,Jungle Boss Homestay,14,Homestay / Farmstay / House / Lodge / Eco,,Jungle Boss Homestay
SOLO,Khách sạn Heritage by Night,14,Hotel,,Heritage by Night Hotel
COUPLES,Khách sạn Mường Thanh Grand Quảng Trị,14,Hotel,,Muong Thanh Grand Quang Tri Hotel
FRIENDS,Khách sạn River,14,Hotel,,River Hotel
FRIENDS,Khách sạn Ruby,14,Hotel,,Ruby Hotel
BUSINESS,Khu nghỉ dưỡng & Spa Bãi Biển Hồ Tràm,14,Resort,4,Ho Tram Beach Resort & Spa
SOLO,Khu Nghỉ Dưỡng Chen Sea & Spa,14,Resort,4,Chen Sea Resort & Spa
SOLO,L'Alya Ninh Vân Bay,14,Resort,5,L'Alya Ninh Van Bay
FRIENDS,Life's A Beach Backpackers,14,Guesthouse / Hostel,,Life's A Beach Backpackers
FRIENDS,Linh's Homestay,14,Homestay / Farmstay / House / Lodge / Eco,,Linh's Homestay
NONE,Mekong Riverside Boutique Resort & Spa,14,Resort,,Mekong Riverside Boutique Resort & Spa
FAMILY,Mr Linh's Homestay,14,Homestay / Farmstay / House / Lodge / Eco,,Mr Linh's Homestay
FRIENDS,Rừng Gọi,14,Homestay / Farmstay / House / Lodge / Eco,,The Forest Calls
FRIENDS,Victory Road Villas,14,Bungalow / Villa / Retreat,,Victory Road Villas
NONE,Vietnam Backpacker Hostels - Ninhvana,14,Guesthouse / Hostel,,Vietnam Backpacker Hostels - Ninhvana
BUSINESS,Vinpearl Discovery Coastalland Phú Quốc,14,Hotel,5,Vinpearl Discovery Coastalland Phu Quoc
BUSINESS,Ana Mandara Villas Dalat Resort & Spa,13,Resort,,Ana Mandara Villas Dalat Resort & Spa
COUPLES,Central Hotel,13,Hotel,,Central Hotel
NONE,Crown Retreat Quy Nhơn Resort,13,Resort,,Crown Retreat Quy Nhon Resort
SOLO,Fusion Resort Cam Ranh,13,Resort,,Fusion Resort Cam Ranh
NONE,Ho Khanh's Homestay,13,Homestay / Farmstay / House / Lodge / Eco,,Ho Khanh's Homestay
COUPLES,Indochine hotel,13,Hotel,,Indochine hotel
FRIENDS,Ivory Falls Villa,13,Bungalow / Villa / Retreat,,Ivory Falls Villa
BUSINESS,Khách sạn Mường Thanh Luxury Hà Nam,13,Hotel,,Muong Thanh Luxury Ha Nam Hotel
SOLO,Nam Nghi Coral Peninsula Phu Quoc,13,Resort,5,Nam Nghi Coral Peninsula Phu Quoc
FRIENDS,Nhà nghỉ Thảo Nguyên,13,Guesthouse / Hostel,,Thao Nguyen Guesthouse
FAMILY,Pepperhouse Homestay,13,Homestay / Farmstay / House / Lodge / Eco,,Pepperhouse Homestay
COUPLES,Phong Nha Coco House Homestay,13,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha Coco House Homestay
FRIENDS,Premier Residences Phu Quoc Emerald Bay Managed by Accor,13,Resort,5,Premier Residences Phu Quoc Emerald Bay Managed by Accor
BUSINESS,Premier Village Phu Quoc Resort - Managed by Accor,13,Resort,,Premier Village Phu Quoc Resort - Managed by Accor
FAMILY,Pu Luong Treehouse,13,Bungalow / Villa / Retreat,,Pu Luong Treehouse
BUSINESS,Purple Lotus Hotel,13,Hotel,,Purple Lotus Hotel
COUPLES,Sao Mai Hotel,13,Hotel,,Sao Mai Hotel
SOLO,Six Senses Ninh Van Bay,13,Resort,5,Six Senses Ninh Van Bay
COUPLES,Spirit Garden Guesthouse,13,Guesthouse / Hostel,,Spirit Garden Guesthouse
FRIENDS,Sy's Homestay,13,Homestay / Farmstay / House / Lodge / Eco,,Sy's Homestay
FRIENDS,Camia Resort & Spa,12,Resort,,Camia Resort & Spa
FRIENDS,Cat Tien Jungle Lodge,12,Homestay / Farmstay / House / Lodge / Eco,,Cat Tien Jungle Lodge
FRIENDS,Central Backpackers Hostel - Phong Nha,12,Guesthouse / Hostel,,Central Backpackers Hostel - Phong Nha
SOLO,Central Backpackers Hostel - Phong Nha,12,Guesthouse / Hostel,,Central Backpackers Hostel - Phong Nha
NONE,Chez Carole Beach Resort,12,Resort,,Chez Carole Beach Resort
COUPLES,Coco Palm Beach Resort & Spa,12,Resort,,Coco Palm Beach Resort & Spa
COUPLES,Cosiana Resort,12,Resort,,Cosiana Resort
FRIENDS,Crown Retreat Quy Nhơn Resort,12,Resort,,Crown Retreat Quy Nhon Resort
FAMILY,Hoiana Hotel & Suites,12,Hotel,,Hoiana Hotel & Suites
BUSINESS,Khách sạn Mường Thanh,12,Hotel,,Muong Thanh Hotel
FAMILY,Khách sạn Thượng Hải,12,Hotel,,Shanghai Hotel
FAMILY,Khu Nghỉ Dưỡng Cam Ranh Riviera,12,Resort,,Cam Ranh Riviera Resort
BUSINESS,Khu Nghỉ Dưỡng Fusion Resort Phú Quốc,12,Resort,,Fusion Resort Phu Quoc
BUSINESS,L'Alya Ninh Vân Bay,12,Resort,5,L'Alya Ninh Van Bay
BUSINESS,Meliá Vinpearl Ha Tinh,12,Hotel,,Meliá Vinpearl Ha Tinh
FAMILY,Meliá Vinpearl Ha Tinh,12,Hotel,,Meliá Vinpearl Ha Tinh
FRIENDS,My Hoa Mekong Homestay,12,Homestay / Farmstay / House / Lodge / Eco,,My Hoa Mekong Homestay
BUSINESS,Radisson Blu Resort Phu Quoc,12,Resort,,Radisson Blu Resort Phu Quoc
FRIENDS,Ut Trinh Homestay,12,Homestay / Farmstay / House / Lodge / Eco,,Ut Trinh Homestay
BUSINESS,VinOasis Phu Quoc,12,Resort,4,VinOasis Phu Quoc
FRIENDS,Vinpearl Discovery Wonderworld Phú Quốc,12,Resort,5,Vinpearl Discovery Wonderworld Phu Quoc
FRIENDS,Alma Resort Cam Ranh,11,Resort,,Alma Resort Cam Ranh
FAMILY,An Hoa Residence,11,Resort,,An Hoa Residence
SOLO,An Lâm Retreats Saigon River,11,Hotel,5,An Lâm Retreats Saigon River
SOLO,Ben Tre Riverside Resort,11,Resort,,Ben Tre Riverside Resort
FAMILY,Cat Tien Jungle Lodge,11,Homestay / Farmstay / House / Lodge / Eco,,Cat Tien Jungle Lodge
FAMILY,Crown Retreat Quy Nhơn Resort,11,Resort,,Crown Retreat Quy Nhon Resort
FRIENDS,Duyen Ha Resort Cam Ranh,11,Resort,,Duyen Ha Resort Cam Ranh
COUPLES,Highway 20 Homestay,11,Homestay / Farmstay / House / Lodge / Eco,,Highway 20 Homestay
COUPLES,Hoiana Hotel & Suites,11,Hotel,,Hoiana Hotel & Suites
NONE,Hoiana Hotel & Suites,11,Hotel,,Hoiana Hotel & Suites
COUPLES,Hotel Sao Mai Cai Be,11,Hotel,,Hotel Sao Mai Cai Be
FAMILY,Khách sạn Heritage by Night,11,Hotel,,Heritage by Night Hotel
FRIENDS,Khách sạn Mường Thanh Grand Quảng Trị,11,Hotel,,Muong Thanh Grand Quang Tri Hotel
BUSINESS,Khách sạn Nam Cường Hải Dương,11,Hotel,,Nam Cuong Hai Duong Hotel
FAMILY,Khách Sạn Radisson Blu Cam Ranh,11,Resort,5,Radisson Blu Cam Ranh Hotel
FAMILY,Khách sạn Sài Gòn - Ninh Chữ,11,Hotel,,Saigon - Ninh Chu Hotel
COUPLES,Khu du lịch sinh thái Him Lam,11,Homestay / Farmstay / House / Lodge / Eco,,Him Lam eco-tourism area
SOLO,Khu nghỉ dưỡng Phú Quốc Eco,11,Resort,3,Phu Quoc Eco Resort
FAMILY,La Casa Resort,11,Resort,,The House Resort
BUSINESS,Legacy Yen Tu - MGallery,11,Hotel,5,Legacy Yen Tu - MGallery
FAMILY,Melia Vinpearl Tay Ninh,11,Hotel,,Melia Vinpearl Tay Ninh
COUPLES,Muong Thanh Luxury Lang Son Hotel,11,Hotel,,Muong Thanh Luxury Lang Son Hotel
FAMILY,Ngan Nga Bac Ha Hotel,11,Hotel,,Ngan Nga Bac Ha Hotel
NONE,Ngan Nga Bac Ha Hotel,11,Hotel,,Ngan Nga Bac Ha Hotel
SOLO,Ngan Nga Bac Ha Hotel,11,Hotel,,Ngan Nga Bac Ha Hotel
COUPLES,Ngoc Phuong Homestay,11,Homestay / Farmstay / House / Lodge / Eco,,Ngoc Phuong Homestay
FAMILY,Ninh Binh Mountain Views Homestay,11,Homestay / Farmstay / House / Lodge / Eco,,Ninh Binh Mountain Views Homestay
FRIENDS,Nông Trại Cường Rừng,11,Homestay / Farmstay / House / Lodge / Eco,,Cuong Rung Farm
NONE,Oceanami Villas & Beach Club,11,Bungalow / Villa / Retreat,,Oceanami Villas & Beach Club
FRIENDS,Pan Pan Houses,11,Homestay / Farmstay / House / Lodge / Eco,,Pan Pan Houses
COUPLES,Phong Nha BFF Homestay,11,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha BFF Homestay
FRIENDS,Phuong Thao Homestay,11,Homestay / Farmstay / House / Lodge / Eco,,Phuong Thao Homestay
SOLO,Premier Residences Phu Quoc Emerald Bay Managed by Accor,11,Resort,5,Premier Residences Phu Quoc Emerald Bay Managed by Accor
SOLO,Pù Luông Natura Bungalow,11,Bungalow / Villa / Retreat,,Pu Luong Natura Bungalow
COUPLES,Pu Luong Treehouse,11,Bungalow / Villa / Retreat,,Pu Luong Treehouse
COUPLES,River Lodge,11,Homestay / Farmstay / House / Lodge / Eco,,River Lodge
COUPLES,Thanh Lich Guesthouse,11,Guesthouse / Hostel,,Thanh Lich Guesthouse
NONE,TUI BLUE Nam Hội An,11,,,TUI BLUE Nam Hoi An
BUSINESS,Aurora Hotel Plaza,10,Hotel,,Aurora Hotel Plaza
FRIENDS,Ba Linh Homestay,10,Homestay / Farmstay / House / Lodge / Eco,,Ba Linh Homestay
SOLO,Chez Carole Beach Resort,10,Resort,,Chez Carole Beach Resort
COUPLES,Coco Beachcamp,10,Bungalow / Villa / Retreat,,Coco Beachcamp
FRIENDS,Duong Homestay,10,Homestay / Farmstay / House / Lodge / Eco,,Duong Homestay
COUPLES,Eco Hills Homestay,10,Homestay / Farmstay / House / Lodge / Eco,,Eco Hills Homestay
FAMILY,Eco Hills Homestay,10,Homestay / Farmstay / House / Lodge / Eco,,Eco Hills Homestay
COUPLES,Family Hotel,10,Hotel,,Family Hotel
FRIENDS,GM Doc Let Beach Resort & Spa,10,Resort,,GM Doc Let Beach Resort & Spa
FRIENDS,Green Mountain Homestay,10,Homestay / Farmstay / House / Lodge / Eco,,Green Mountain Homestay
SOLO,KHÁCH SẠN LÂM TÙNG,10,Hotel,,LAM Tung HOTEL
COUPLES,Khách sạn Memories,10,Hotel,,Memories Hotel
FAMILY,Khách sạn Mường Thanh,10,Hotel,,Muong Thanh Hotel
SOLO,Khách sạn Mường Thanh,10,Hotel,,Muong Thanh Hotel
COUPLES,Khách Sạn Radisson Blu Cam Ranh,10,Resort,5,Radisson Blu Cam Ranh Hotel
COUPLES,Khu nghỉ dưỡng sinh thái Mekong Ecolodge,10,Homestay / Farmstay / House / Lodge / Eco,,Mekong Ecolodge ecological resort
BUSINESS,Le Dung Hotel,10,Hotel,,Le Dung Hotel
COUPLES,Mekong Floating House,10,Homestay / Farmstay / House / Lodge / Eco,,Mekong Floating House
BUSINESS,Meliá Vinpearl Phu Ly,10,Hotel,,Meliá Vinpearl Phu Ly
FAMILY,Nhà Nghỉ Đinh Gia,10,Guesthouse / Hostel,,Dinh Gia Guest House
SOLO,Nhà Nghỉ Hồ Ba Bể,10,Guesthouse / Hostel,,Ba Be Lake Guest House
COUPLES,Oceanami Villas & Beach Club,10,Bungalow / Villa / Retreat,,Oceanami Villas & Beach Club
SOLO,Pan Pan Houses,10,Homestay / Farmstay / House / Lodge / Eco,,Pan Pan Houses
FRIENDS,Phong Nha River House,10,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha River House
NONE,Pu Luong Treehouse,10,Bungalow / Villa / Retreat,,Pu Luong Treehouse
COUPLES,Sa House,10,Homestay / Farmstay / House / Lodge / Eco,,In the House
FRIENDS,Sheraton Phu Quoc Long Beach Resort,10,Resort,5,Sheraton Phu Quoc Long Beach Resort
FRIENDS,Song Tien Annex Hotel,10,Hotel,,Song Tien Annex Hotel
COUPLES,Thai Ninh Hotel,10,Hotel,,Thai Ninh Hotel
FRIENDS,Thai Ninh Hotel,10,Hotel,,Thai Ninh Hotel
SOLO,The Beach Bar Hue,10,Guesthouse / Hostel,,The Beach Bar Hue
NONE,Thinh Vuong Hotel,10,Hotel,,Thinh Vuong Hotel
FRIENDS,Zannier Hotels Bãi San Hô,10,Hotel,,Zannier Hotels Bai San Ho
COUPLES,Ba Be Legend Hotel,9,Hotel,,Ba Be Legend Hotel
COUPLES,Chalet Suisse Guest House,9,Guesthouse / Hostel,,Chalet Suisse Guest House
COUPLES,Cơ sở lưu trú du lịch Bảy Thời,9,,,Bay Thoi tourist accommodation facility
COUPLES,Eco Floor Bird Song Lodge,9,Homestay / Farmstay / House / Lodge / Eco,,Eco Floor Bird Song Lodge
COUPLES,Ha Tien Happy Hotel,9,Hotel,,Ha Tien Happy Hotel
COUPLES,Huy Trung Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Huy Trung Homestay
FRIENDS,Indochine hotel,9,Hotel,,Indochine hotel
NONE,Ivory Falls Villa,9,Bungalow / Villa / Retreat,,Ivory Falls Villa
SOLO,Khu nghỉ dưỡng & Spa Bãi Biển Hồ Tràm,9,Resort,4,Ho Tram Beach Resort & Spa
BUSINESS,Khu Nghỉ Dưỡng Chen Sea & Spa,9,Resort,4,Chen Sea Resort & Spa
BUSINESS,Lapochine Beach Resort,9,Resort,,Lapochine Beach Resort
FRIENDS,Le Domaine de Tam Hải,9,Resort,4,Le Domaine de Tam Hai
NONE,Linh's Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Linh's Homestay
SOLO,Linh's Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Linh's Homestay
FRIENDS,Lu Khach Quan,9,,,Lu Khach Quan
SOLO,Lu Khach Quan,9,,,Lu Khach Quan
SOLO,Mango Home Riverside,9,Hotel,3,Mango Home Riverside
COUPLES,Mekong Cycle Rest,9,,,Mekong Cycle Rest
BUSINESS,Melia Ho Tram Beach Resort,9,Resort,,Melia Ho Tram Beach Resort
FRIENDS,Ngoc Sang Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Ngoc Sang Homestay
COUPLES,Nông Trại Cường Rừng,9,Homestay / Farmstay / House / Lodge / Eco,,Cuong Rung Farm
FRIENDS,Oceanami Villas & Beach Club,9,Bungalow / Villa / Retreat,,Oceanami Villas & Beach Club
FRIENDS,Palm Hill Resort,9,Resort,,Palm Hill Resort
NONE,Pepperhouse Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Pepperhouse Homestay
FRIENDS,Phong Nha BFF Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha BFF Homestay
COUPLES,Phong Nha Coco Riverside Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Phong Nha Coco Riverside Homestay
FAMILY,Pu Luông Eco Garden,9,Homestay / Farmstay / House / Lodge / Eco,,Pu Luong Eco Garden
SOLO,Rừng Gọi,9,Homestay / Farmstay / House / Lodge / Eco,,The Forest Calls
COUPLES,Son Doong Riverside Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Son Doong Riverside Homestay
COUPLES,Son Tinh Hotel,9,Hotel,,Son Tinh Hotel
COUPLES,Song Tien Annex Hotel,9,Hotel,,Song Tien Annex Hotel
NONE,Tam Coc Homestay,9,Homestay / Farmstay / House / Lodge / Eco,,Tam Coc Homestay
FAMILY,The Beach Bar Hue,9,Guesthouse / Hostel,,The Beach Bar Hue
COUPLES,The Durian Lodge at Mekong,9,Homestay / Farmstay / House / Lodge / Eco,,The Durian Lodge at Mekong
FRIENDS,Villa Louise Hue Beach & Spa,9,Bungalow / Villa / Retreat,,Villa Louise Hue Beach & Spa
SOLO,Violet Hotel,9,Hotel,,Violet Hotel
FRIENDS,Wild Beach Phu Quoc Resort,9,Resort,,Wild Beach Phu Quoc Resort
FRIENDS,An Hoa Residence,8,Resort,,An Hoa Residence
SOLO,An Lam Retreats Ninh Van Bay,8,Hotel,5,An Lam Retreats Ninh Van Bay
BUSINESS,Citadines Central Binh Duong,8,,,Citadines Central Binh Duong
BUSINESS,Duyen Ha Resort Cam Ranh,8,Resort,,Duyen Ha Resort Cam Ranh
SOLO,Forest Floor Lodge,8,Homestay / Farmstay / House / Lodge / Eco,,Forest Floor Lodge
FAMILY,GM Doc Let Beach Resort & Spa,8,Resort,,GM Doc Let Beach Resort & Spa
SOLO,Green Bay Phu Quoc Resort & Spa,8,Resort,,Green Bay Phu Quoc Resort & Spa
COUPLES,Hai Phuong Hotel,8,Hotel,,Hai Phuong Hotel
FAMILY,Ho Khanh's Homestay,8,Homestay / Farmstay / House / Lodge / Eco,,Ho Khanh's Homestay
FRIENDS,Ho Khanh's Homestay,8,Homestay / Farmstay / House / Lodge / Eco,,Ho Khanh's Homestay
FRIENDS,Hoiana Hotel & Suites,8,Hotel,,Hoiana Hotel & Suites
COUPLES,Hula Hula Beachfront Phu Quoc,8,,,Hula Hula Beachfront Phu Quoc
FAMILY,Jardin du Mekong Homestay,8,Homestay / Farmstay / House / Lodge / Eco,,Jardin du Mekong Homestay
BUSINESS,Khách sạn Ánh Nguyệt,8,Hotel,,Anh Nguyet Hotel
COUPLES,Khách sạn Ann,8,Hotel,,Ann Hotel
FAMILY,Khách sạn Cong Fu,8,Hotel,,Cong Fu Hotel
COUPLES,Khách Sạn Hoàng Ngọc,8,Hotel,,Hoang Ngoc Hotel
BUSINESS,Khách sạn Mường Thanh Grand Quảng Trị,8,Hotel,,Muong Thanh Grand Quang Tri Hotel
FAMILY,Khách sạn Mường Thanh Grand Quảng Trị,8,Hotel,,Muong Thanh Grand Quang Tri Hotel
NONE,Khách Sạn Mỹ Lan,8,Hotel,,My Lan Hotel
FRIENDS,Khách Sạn Radisson Blu Cam Ranh,8,Resort,5,Radisson Blu Cam Ranh Hotel
FAMILY,Khách sạn River,8,Hotel,,River Hotel
COUPLES,Khách sạn Sài Gòn - Ninh Chữ,8,Hotel,,Saigon - Ninh Chu Hotel
